character_id,form_id,form_name,era,power_level,visual_difference,combat_difference,is_persistent_form,is_temporary_form,is_technique,is_coop,standalone_hero_score,awakening_score,canon_type,canon_source,notes
hanzo,form-hanzo-edo-tensei,Edo Tensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is explicitly not treated as a normal Awakening.
hanzo,form-hanzo-prime,Prime,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Base form of proposed hero hanzo-core.
hashirama-senju,form-hashirama-senju-edo-tensei,Edo Tensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is not used as Awakening.
hashirama-senju,form-hashirama-senju-first-hokage,First Hokage,HOKAGE,5,6,6,true,false,false,false,96,0,MANGA_CANON,https://naruto.fandom.com/wiki/Hashirama_Senju,Base form of proposed hero hashirama-hokage.
hashirama-senju,form-hashirama-senju-sage-mode,Sage Mode,HOKAGE,10,10,10,true,false,false,false,0,94,MANGA_CANON,https://naruto.fandom.com/wiki/Hashirama_Senju,Reserved exclusively as Awakening of hashirama-hokage.
hashirama-senju,form-hashirama-senju-warring-states,Warring States,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era appearance of the same wood-style identity.
hayate-gekko,form-hayate-gekko-chunin-exams-proctor,Chunin Exams Proctor,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Base form of proposed hero hayate-gekko-core.
hayate-gekko,form-hayate-gekko-crescent-moon-blade,Crescent Moon Blade,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
hiashi-hyuga,form-hiashi-hyuga-clan-head,Clan Head,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=hyuga,Base form of proposed hero hiashi-hyuga-core.
hiashi-hyuga,form-hiashi-hyuga-war-arc,War Arc,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
hidan,form-hidan-akatsuki,Akatsuki,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=hidan,Base form of proposed hero hidan-core.
hidan,form-hidan-curse-ritual,Curse Ritual,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,"Ritual technique, not a separate hero."
hinata-hyuga,form-hinata-hyuga-genin,Genin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=hyuga,Base form of proposed hero hinata-hyuga-core.
hinata-hyuga,form-hinata-hyuga-shippuden,Shippuden,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
hinata-hyuga,form-hinata-hyuga-war-arc,War Arc,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era appearance of the same Shippuden combat identity.
hiruko,form-hiruko-chimera-technique,Chimera Technique,SOURCE_ERA,0,3,3,false,false,true,false,0,0,MANGA_CANON,current variant census; character-specific canon source required before production READY,"Chimera Technique is a technique/power system, not a second persistent Hiruko form label."
hiruko,form-hiruko-missing-nin,Missing Nin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=genjutsu,Base form of proposed hero hiruko-core.
hiruzen-sarutobi,form-hiruzen-sarutobi-edo-tensei,Edo Tensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation skin/state.
hiruzen-sarutobi,form-hiruzen-sarutobi-prime,Prime,HOKAGE,5,6,6,true,false,false,false,88,0,DESIGN_INTERPRETATION,https://naruto.fandom.com/wiki/Hiruzen_Sarutobi,Base form of proposed hero hiruzen-prime.
hiruzen-sarutobi,form-hiruzen-sarutobi-third-hokage,Third Hokage,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Title/era label; Prime hero carries the full combat identity.
hizashi-hyuga,form-hizashi-hyuga-branch-house,Branch House,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=hyuga,Base form of proposed hero hizashi-hyuga-core.
hizashi-hyuga,form-hizashi-hyuga-reanimated,Reanimated,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is explicitly not treated as a normal Awakening.
ibiki-morino,form-ibiki-morino-interrogation-chief,Interrogation Chief,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=genjutsu,Base form of proposed hero ibiki-morino-core.
ibiki-morino,form-ibiki-morino-war-arc,War Arc,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
idate-morino,form-idate-morino-ninja-trainee,Ninja Trainee,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
idate-morino,form-idate-morino-runner,Runner,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Base form of proposed hero idate-morino-core.
indra-otsutsuki,form-indra-otsutsuki-base,Base,ANCIENT,5,6,6,true,false,false,false,84,0,ANIME_CANON,https://naruto.fandom.com/wiki/Indra_%C5%8Ctsutsuki,Base form of proposed hero indra-base.
indra-otsutsuki,form-indra-otsutsuki-susanoo,Susanoo,ANCIENT,10,10,10,true,false,false,false,0,90,ANIME_CANON,https://naruto.fandom.com/wiki/Indra_%C5%8Ctsutsuki,Reserved exclusively as Awakening of indra-base.
ino-yamanaka,form-ino-yamanaka-genin,Genin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=yamanaka,Base form of proposed hero ino-yamanaka-core.
ino-yamanaka,form-ino-yamanaka-shippuden,Shippuden,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
ino-yamanaka,form-ino-yamanaka-war-arc,War Arc,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era appearance.
inoichi-yamanaka,form-inoichi-yamanaka-allied-intelligence-chief,Allied Intelligence Chief,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
inoichi-yamanaka,form-inoichi-yamanaka-clan-head,Clan Head,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=yamanaka,Base form of proposed hero inoichi-yamanaka-core.
iruka-umino,form-iruka-umino-academy-instructor,Academy Instructor,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=taijutsu,Base form of proposed hero iruka-umino-core.
iruka-umino,form-iruka-umino-protective-sensei,Protective Sensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
ishikawa,form-ishikawa-first-tsuchikage,First Tsuchikage,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=earth,Base form of proposed hero ishikawa-core.
ishikawa,form-ishikawa-prime,Prime,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
itachi-uchiha,form-itachi-uchiha-anbu,ANBU,ANBU,5,6,6,true,false,false,false,84,0,MANGA_CANON,https://naruto.fandom.com/wiki/Itachi_Uchiha,Base form of proposed hero itachi-anbu.
itachi-uchiha,form-itachi-uchiha-akatsuki,Akatsuki,AKATSUKI,5,6,6,true,false,false,false,96,0,MANGA_CANON,https://naruto.fandom.com/wiki/Itachi_Uchiha,Base form of proposed hero itachi-akatsuki.
itachi-uchiha,form-itachi-uchiha-edo-tensei,Edo Tensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is not a normal Awakening and does not need a duplicate hero here.
itachi-uchiha,form-itachi-uchiha-mangekyo,Mangekyo,ANBU,10,10,10,true,false,false,false,0,88,MANGA_CANON,https://naruto.fandom.com/wiki/Itachi_Uchiha,Reserved exclusively as Awakening of itachi-anbu.
itachi-uchiha,form-itachi-uchiha-susanoo,Susanoo,AKATSUKI,10,10,10,true,false,false,false,0,95,MANGA_CANON,https://naruto.fandom.com/wiki/Itachi_Uchiha,Reserved exclusively as Awakening of itachi-akatsuki.
izumo-kamizuki,form-izumo-kamizuki-gate-guard,Gate Guard,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Base form of proposed hero izumo-kamizuki-core.
izumo-kamizuki,form-izumo-kamizuki-war-arc,War Arc,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
izuna-uchiha,form-izuna-uchiha-mangekyo-sharingan,Mangekyo Sharingan,SOURCE_ERA,10,10,10,true,false,false,false,0,76,DESIGN_INTERPRETATION,current variant census; current kit seed=sasuke,Reserved exclusively as Awakening of izuna-uchiha-core.
izuna-uchiha,form-izuna-uchiha-warring-states,Warring States,SOURCE_ERA,5,6,6,true,false,false,false,72,0,DESIGN_INTERPRETATION,current variant census; current kit seed=sasuke,Base form of proposed hero izuna-uchiha-core.
jinin-akebino,form-jinin-akebino-kabutowari-wielder,Kabutowari Wielder,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero jinin-akebino-core.
jinin-akebino,form-jinin-akebino-reanimated,Reanimated,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is explicitly not treated as a normal Awakening.
jinpachi-munashi,form-jinpachi-munashi-reanimated,Reanimated,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is explicitly not treated as a normal Awakening.
jinpachi-munashi,form-jinpachi-munashi-shibuki-wielder,Shibuki Wielder,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero jinpachi-munashi-core.
jirobo,form-jirobo-curse-mark-level-2,Curse Mark Level 2,PART_I,10,10,10,true,false,false,false,0,88,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Reserved exclusively as Awakening of jirobo-base.
jirobo,form-jirobo-sound-four,Sound Four,PART_I,5,6,6,true,false,false,false,77,0,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Base form of proposed hero jirobo-base.
jugo,form-jugo-curse-mark-base,Curse Mark Base,SHIPPUDEN,5,6,6,true,false,false,false,86,0,MANGA_CANON,https://naruto.fandom.com/wiki/J%C5%ABgo,Base form of proposed hero jugo-base.
jugo,form-jugo-sage-transformation,Sage Transformation,SHIPPUDEN,10,10,10,true,false,false,false,0,93,MANGA_CANON,https://naruto.fandom.com/wiki/J%C5%ABgo,Reserved exclusively as Awakening of jugo-base.
kabuto-yakushi,form-kabuto-yakushi-part-i,Part I,PART_I,5,6,6,true,false,false,false,76,0,MANGA_CANON,https://naruto.fandom.com/wiki/Kabuto_Yakushi,Base form of proposed hero kabuto-part1.
kabuto-yakushi,form-kabuto-yakushi-shippuden,Shippuden,WAR_ARC,5,6,6,true,false,false,false,92,0,MANGA_CANON,https://naruto.fandom.com/wiki/Kabuto_Yakushi,Base form of proposed hero kabuto-shippuden.
kabuto-yakushi,form-kabuto-yakushi-snake-sage,Snake Sage,WAR_ARC,10,10,10,true,false,false,false,0,96,MANGA_CANON,https://naruto.fandom.com/wiki/Kabuto_Yakushi,Reserved exclusively as Awakening of kabuto-shippuden.
kabuto-yakushi,form-kabuto-yakushi-war-arc,War Arc,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Snake Sage is the actual transformation; War Arc is an era label.
kagami-uchiha,form-kagami-uchiha-sharingan-elite,Sharingan Elite,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
kagami-uchiha,form-kagami-uchiha-tobirama-guard,Tobirama Guard,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=sasuke,Base form of proposed hero kagami-uchiha-core.
kagari,form-kagari-mist-ambush,Mist Ambush,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
kagari,form-kagari-rain-genin,Rain Genin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero kagari-core.
kaguya-otsutsuki,form-kaguya-otsutsuki-base,Base,ANCIENT,5,6,6,true,false,false,false,97,0,MANGA_CANON,https://naruto.fandom.com/wiki/Kaguya_%C5%8Ctsutsuki,Base form of proposed hero kaguya-base.
kaguya-otsutsuki,form-kaguya-otsutsuki-rabbit-goddess,Rabbit Goddess,ANCIENT,10,10,10,true,false,false,false,0,90,MANGA_CANON,https://naruto.fandom.com/wiki/Kaguya_%C5%8Ctsutsuki,Reserved exclusively as Awakening of kaguya-base.
kakashi-hatake,form-kakashi-hatake-anbu,ANBU,ANBU,5,6,6,true,false,false,false,78,0,ANIME_CANON,https://naruto.fandom.com/wiki/Kakashi_Hatake,Base form of proposed hero kakashi-anbu.
kakashi-hatake,form-kakashi-hatake-double-mangekyo,Double Mangekyo,WAR_ARC,10,10,10,true,false,false,false,0,94,MANGA_CANON,https://naruto.fandom.com/wiki/Kakashi_Hatake,Reserved exclusively as Awakening of kakashi-war.
kakashi-hatake,form-kakashi-hatake-mangekyo-sharingan,Mangekyo Sharingan,WAR_ARC,5,6,6,true,false,false,false,94,0,MANGA_CANON,https://naruto.fandom.com/wiki/Kakashi_Hatake,Base form of proposed hero kakashi-war.
kakashi-hatake,form-kakashi-hatake-sharingan,Sharingan,KANNABI,10,10,10,true,false,false,false,0,88,MANGA_CANON,https://naruto.fandom.com/wiki/Kakashi_Hatake,Reserved exclusively as Awakening of kakashi-young.
kakashi-hatake,form-kakashi-hatake-young,Young,KANNABI,5,6,6,true,false,false,false,82,0,MANGA_CANON,https://naruto.fandom.com/wiki/Kakashi_Hatake,Base form of proposed hero kakashi-young.
kakko,form-kakko-kannabi-bridge,Kannabi Bridge,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
kakko,form-kakko-stone-jonin,Stone Jonin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=earth,Base form of proposed hero kakko-core.
kakuzu,form-kakuzu-akatsuki,Akatsuki,AKATSUKI,5,6,6,true,false,false,false,89,0,MANGA_CANON,https://naruto.fandom.com/wiki/Kakuzu,Base form of proposed hero kakuzu-akatsuki.
kakuzu,form-kakuzu-earth-grudge-fear,Earth Grudge Fear,AKATSUKI,10,10,10,true,false,false,false,0,90,MANGA_CANON,https://naruto.fandom.com/wiki/Kakuzu,Reserved exclusively as Awakening of kakuzu-akatsuki.
kankuro,form-kankuro-chunin-exams,Chunin Exams,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=puppet,Base form of proposed hero kankuro-core.
kankuro,form-kankuro-master-puppeteer,Master Puppeteer,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
karin,form-karin-hebi-sensor,Hebi Sensor,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=medical,Base form of proposed hero karin-core.
karin,form-karin-taka-healer,Taka Healer,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
karui,form-karui-cloud-kunoichi,Cloud Kunoichi,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Base form of proposed hero karui-core.
karui,form-karui-war-arc,War Arc,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
katsuyu,form-katsuyu-hundred-healings-support,Hundred Healings Support,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Summon-specific action/state belongs to technique presentation rather than another summonable unit.
katsuyu,form-katsuyu-slug-queen,Slug Queen,SOURCE_ERA,0,3,3,false,false,false,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,"Summon creature is retained as special independent combat content, not a normal ninja hero version."
kiba-inuzuka,form-kiba-inuzuka-chunin-exams,Chunin Exams,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=inuzuka,Base form of proposed hero kiba-inuzuka-core.
kiba-inuzuka,form-kiba-inuzuka-two-headed-wolf,Two-Headed Wolf,SOURCE_ERA,0,3,3,false,false,false,true,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,"Fusion/cooperation technique with Akamaru, not a solo persistent hero form."
kidomaru,form-kidomaru-curse-mark-level-2,Curse Mark Level 2,PART_I,10,10,10,true,false,false,false,0,88,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Reserved exclusively as Awakening of kidomaru-base.
kidomaru,form-kidomaru-sound-four,Sound Four,PART_I,5,6,6,true,false,false,false,78,0,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Base form of proposed hero kidomaru-base.
killer-b,form-killer-b-base,Base,SHIPPUDEN,5,6,6,true,false,false,false,93,0,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,Base form of proposed hero killer-b-base.
killer-b,form-killer-b-eight-tails-cloak,Eight-Tails Cloak,SHIPPUDEN,10,10,10,true,false,false,false,0,92,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,Reserved exclusively as Awakening of killer-b-base.
killer-b,form-killer-b-full-gyuki,Full Gyuki,SOURCE_ERA,0,3,3,false,true,false,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,"Full tailed-beast manifestation is Ultimate-scale, not another persistent hero."
kimimaro,form-kimimaro-base,Base,PART_I,5,6,6,true,false,false,false,88,0,MANGA_CANON,https://naruto.fandom.com/wiki/Kimimaro,Base form of proposed hero kimimaro-base.
kimimaro,form-kimimaro-curse-mark-level-2,Curse Mark Level 2,PART_I,10,10,10,true,false,false,false,0,94,MANGA_CANON,https://naruto.fandom.com/wiki/Kimimaro,Reserved exclusively as Awakening of kimimaro-base.
kimimaro,form-kimimaro-edo-tensei,Edo Tensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is explicitly not treated as a normal Awakening.
kin-tsuchi,form-kin-tsuchi-bell-genjutsu,Bell Genjutsu,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
kin-tsuchi,form-kin-tsuchi-sound-genin,Sound Genin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=sound,Base form of proposed hero kin-tsuchi-core.
kinkaku,form-kinkaku-gold-brother,Gold Brother,WAR_ERA,5,6,6,true,false,false,false,82,0,MANGA_CANON,https://naruto.fandom.com/wiki/Kinkaku,Base form of proposed hero kinkaku-base.
kinkaku,form-kinkaku-nine-tails-cloak,Nine-Tails Cloak,WAR_ERA,10,10,10,true,false,false,false,0,90,MANGA_CANON,https://naruto.fandom.com/wiki/Kinkaku,Reserved exclusively as Awakening of kinkaku-base.
kisame-hoshigaki,form-kisame-hoshigaki-akatsuki,Akatsuki,AKATSUKI,5,6,6,true,false,false,false,92,0,MANGA_CANON,https://naruto.fandom.com/wiki/Kisame_Hoshigaki,Base form of proposed hero kisame-akatsuki.
kisame-hoshigaki,form-kisame-hoshigaki-samehada-fusion,Samehada Fusion,AKATSUKI,10,10,10,true,false,false,false,0,95,MANGA_CANON,https://naruto.fandom.com/wiki/Kisame_Hoshigaki,Reserved exclusively as Awakening of kisame-akatsuki.
kitsuchi,form-kitsuchi-earth-commander,Earth Commander,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=earth,Base form of proposed hero kitsuchi-core.
kitsuchi,form-kitsuchi-mountain-jutsu,Mountain Jutsu,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
konan,form-konan-akatsuki,Akatsuki,AKATSUKI,5,6,6,true,false,false,false,86,0,MANGA_CANON,https://naruto.fandom.com/wiki/Konan,Base form of proposed hero konan-akatsuki.
konan,form-konan-paper-angel,Paper Angel,AKATSUKI,10,10,10,true,false,false,false,0,93,MANGA_CANON,https://naruto.fandom.com/wiki/Konan,Reserved exclusively as Awakening of konan-akatsuki.
konohamaru-sarutobi,form-konohamaru-sarutobi-academy-prodigy,Academy Prodigy,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=naruto,Base form of proposed hero konohamaru-sarutobi-core.
konohamaru-sarutobi,form-konohamaru-sarutobi-rasengan-disciple,Rasengan Disciple,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
kosuke-maruboshi,form-kosuke-maruboshi-eternal-genin,Eternal Genin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero kosuke-maruboshi-core.
kosuke-maruboshi,form-kosuke-maruboshi-water-style-veteran,Water Style Veteran,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
kotetsu-hagane,form-kotetsu-hagane-gate-guard,Gate Guard,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Base form of proposed hero kotetsu-hagane-core.
kotetsu-hagane,form-kotetsu-hagane-war-arc,War Arc,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
kurenai-yuhi,form-kurenai-yuhi-genjutsu-jonin,Genjutsu Jonin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=genjutsu,Base form of proposed hero kurenai-yuhi-core.
kurenai-yuhi,form-kurenai-yuhi-team-8-leader,Team 8 Leader,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
kurotsuchi,form-kurotsuchi-base,Base,SHIPPUDEN,5,6,6,true,false,false,false,68,0,MANGA_CANON,https://naruto.fandom.com/wiki/Kurotsuchi;https://naruto.fandom.com/wiki/Lava_Release,Synthetic neutral form-pool entry representing the character themselves; not an additional legacy variant.
kurotsuchi,form-kurotsuchi-lava-release,Lava Release,SOURCE_ERA,5,6,6,false,false,true,false,0,0,MANGA_CANON,current variant census; current kit seed=earth,"Lava Release is a nature transformation used through Kurotsuchi's jutsu, not a separate form."
kurotsuchi,form-kurotsuchi-tsuchikage-guard,Tsuchikage Guard,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
kushimaru-kuriarare,form-kushimaru-kuriarare-nuibari-wielder,Nuibari Wielder,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero kushimaru-kuriarare-core.
kushimaru-kuriarare,form-kushimaru-kuriarare-reanimated,Reanimated,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is explicitly not treated as a normal Awakening.
mabui,form-mabui-heavenly-transfer,Heavenly Transfer,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
mabui,form-mabui-raikage-secretary,Raikage Secretary,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=storm,Base form of proposed hero mabui-core.
madara-uchiha,form-madara-uchiha-edo-tensei,Edo Tensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Edo is not an Awakening; Rinnegan combat identity is represented directly.
madara-uchiha,form-madara-uchiha-eternal-mangekyo,Eternal Mangekyo,WARRING_STATES,5,6,6,true,false,false,false,96,0,MANGA_CANON,https://naruto.fandom.com/wiki/Madara_Uchiha,Base form of proposed hero madara-ems.
madara-uchiha,form-madara-uchiha-rinnegan,Rinnegan,WAR_ARC,5,6,6,true,false,false,false,99,0,MANGA_CANON,https://naruto.fandom.com/wiki/Madara_Uchiha,Base form of proposed hero madara-rinnegan.
madara-uchiha,form-madara-uchiha-six-paths,Six Paths,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Ten-Tails jinchuriki row already represents the persistent Six Paths transformation.
