hero_id,character_id,hero_version_name,base_form_id,awakening_form_id,awakening_name,hero_version_score,pair_score,role,era,awakening_type,canon_confidence,source_reference,design_reason,status
kakashi-war,kakashi-hatake,Kakashi [Sharingan],form-kakashi-hatake-mangekyo-sharingan,form-kakashi-hatake-double-mangekyo,Double Mangekyo Kakashi,94,94,CONTROL_DPS,WAR_ARC,DOJUTSU,MANGA_CANON,https://naruto.fandom.com/wiki/Kakashi_Hatake,DMS is temporary in canon but is an exceptional visible high-level Awakening candidate for the war-era Kakashi combat identity.,PROPOSED_RESEARCH_BASELINE
kakashi-young,kakashi-hatake,Kakashi [Young],form-kakashi-hatake-young,form-kakashi-hatake-sharingan,Sharingan Kakashi,82,88,ASSASSIN,KANNABI,DOJUTSU,MANGA_CANON,https://naruto.fandom.com/wiki/Kakashi_Hatake,"Young Kakashi has a canonical, visually immediate transition when he receives Obito's Sharingan.",PROPOSED_RESEARCH_BASELINE
kakko-core,kakko,kakko [Core],form-kakko-stone-jonin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=earth,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
kakuzu-akatsuki,kakuzu,Kakuzu [Akatsuki],form-kakuzu-akatsuki,form-kakuzu-earth-grudge-fear,Earth Grudge Fear Released,89,90,TANK_DPS,AKATSUKI,BODY_TRANSFORMATION,MANGA_CANON,https://naruto.fandom.com/wiki/Kakuzu,Earth Grudge Fear visibly exposes the thread/mask combat state and supports a unique sixth skill.,PROPOSED_RESEARCH_BASELINE
kankuro-core,kankuro,kankuro [Core],form-kankuro-chunin-exams,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=puppet,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
karin-core,karin,karin [Core],form-karin-hebi-sensor,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=medical,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
karui-core,karui,karui [Core],form-karui-cloud-kunoichi,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
kiba-inuzuka-core,kiba-inuzuka,kiba-inuzuka [Core],form-kiba-inuzuka-chunin-exams,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=inuzuka,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
kidomaru-base,kidomaru,Kidomaru,form-kidomaru-sound-four,form-kidomaru-curse-mark-level-2,Curse Mark Level 2,78,88,RANGED_DPS,PART_I,CURSED_SEAL,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Curse Mark Level 2 is a canonical visible escalation.,PROPOSED_RESEARCH_BASELINE
killer-b-base,killer-b,Killer B,form-killer-b-base,form-killer-b-eight-tails-cloak,Eight-Tails Cloak,93,92,BRUISER,SHIPPUDEN,JINCHURIKI,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,The cloak visibly awakens B while Full Gyuki remains a temporary/Ultimate-scale manifestation.,PROPOSED_RESEARCH_BASELINE
kimimaro-base,kimimaro,Kimimaro,form-kimimaro-base,form-kimimaro-curse-mark-level-2,Curse Mark Level 2,88,94,BRUISER_ASSASSIN,PART_I,CURSED_SEAL,MANGA_CANON,https://naruto.fandom.com/wiki/Kimimaro,Curse Mark Level 2 is a canonical full visual transformation and obvious one-step Awakening.,PROPOSED_RESEARCH_BASELINE
kin-tsuchi-core,kin-tsuchi,kin-tsuchi [Core],form-kin-tsuchi-sound-genin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=sound,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
kinkaku-base,kinkaku,Kinkaku,form-kinkaku-gold-brother,form-kinkaku-nine-tails-cloak,Nine-Tails Cloak,82,90,BRUISER,WAR_ERA,JINCHURIKI_LIKE,MANGA_CANON,https://naruto.fandom.com/wiki/Kinkaku,The cloak is a canonical visible power state and should not be another summonable Kinkaku.,PROPOSED_RESEARCH_BASELINE
kisame-akatsuki,kisame-hoshigaki,Kisame [Akatsuki],form-kisame-hoshigaki-akatsuki,form-kisame-hoshigaki-samehada-fusion,Samehada Fusion,92,95,TANK_DPS,AKATSUKI,FUSION,MANGA_CANON,https://naruto.fandom.com/wiki/Kisame_Hoshigaki,"Fusion changes body silhouette, mobility, sustain, and water control while preserving Kisame's base identity.",PROPOSED_RESEARCH_BASELINE
kitsuchi-core,kitsuchi,kitsuchi [Core],form-kitsuchi-earth-commander,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=earth,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
konan-akatsuki,konan,Konan [Akatsuki],form-konan-akatsuki,form-konan-paper-angel,Paper Angel Konan,86,93,CONTROL_DPS,AKATSUKI,PAPER_FORM,MANGA_CANON,https://naruto.fandom.com/wiki/Konan,Paper Angel is visually dramatic and preserves Konan's paper identity while enabling a signature Awakening skill.,PROPOSED_RESEARCH_BASELINE
konohamaru-sarutobi-core,konohamaru-sarutobi,konohamaru-sarutobi [Core],form-konohamaru-sarutobi-academy-prodigy,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=naruto,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
kosuke-maruboshi-core,kosuke-maruboshi,kosuke-maruboshi [Core],form-kosuke-maruboshi-eternal-genin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
kotetsu-hagane-core,kotetsu-hagane,kotetsu-hagane [Core],form-kotetsu-hagane-gate-guard,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
kurenai-yuhi-core,kurenai-yuhi,kurenai-yuhi [Core],form-kurenai-yuhi-genjutsu-jonin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=genjutsu,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
kurotsuchi-core,kurotsuchi,Kurotsuchi,form-kurotsuchi-base,,,68,,FLEX,SOURCE_ERA,NONE,MANGA_CANON,https://naruto.fandom.com/wiki/Kurotsuchi;https://naruto.fandom.com/wiki/Lava_Release,Character retained as one collectible base hero; legacy ability label is migrated into the explicit kit instead of being treated as a form.,PROPOSED_RESEARCH_BASELINE
kushimaru-kuriarare-core,kushimaru-kuriarare,kushimaru-kuriarare [Core],form-kushimaru-kuriarare-nuibari-wielder,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
mabui-core,mabui,mabui [Core],form-mabui-raikage-secretary,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=storm,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
madara-ems,madara-uchiha,Madara [Eternal Mangekyo],form-madara-uchiha-eternal-mangekyo,,,96,,DPS_TANK,WARRING_STATES,NONE,MANGA_CANON,https://naruto.fandom.com/wiki/Madara_Uchiha,The census lacks a clean reserved persistent form between EMS and Rinnegan; this hero remains unawakened rather than inventing one.,PROPOSED_RESEARCH_BASELINE
madara-rinnegan,madara-uchiha,Madara [Rinnegan],form-madara-uchiha-rinnegan,form-madara-uchiha-ten-tails-jinchuriki,Ten-Tails Madara,99,98,BOSS_DPS,WAR_ARC,JINCHURIKI,MANGA_CANON,https://naruto.fandom.com/wiki/Madara_Uchiha,"Rinnegan Madara to Ten-Tails jinchuriki is a canonical, highly visible, mechanically distinct escalation.",PROPOSED_RESEARCH_BASELINE
mahiru-core,mahiru,mahiru [Core],form-mahiru-stone-jonin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=earth,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
maki-core,maki,maki [Core],form-maki-sealing-corps,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=wind,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
mangetsu-hozuki-core,mangetsu-hozuki,mangetsu-hozuki [Core],form-mangetsu-hozuki-seven-swordsman,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
matsuri-core,matsuri,matsuri [Core],form-matsuri-gaara-disciple,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=wind,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
meizu-core,meizu,meizu [Core],form-meizu-demon-brothers,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
menma-base,menma-uzumaki,Menma Uzumaki,form-menma-uzumaki-masked-menma,form-menma-uzumaki-nine-tails-menma,Nine-Tails Menma,78,90,CONTROL_DPS,MOVIE_ORIGINAL,JINCHURIKI,OFFICIAL_MOVIE,https://naruto.fandom.com/wiki/Menma_Uzumaki,Movie-original Menma's Nine-Tails state is the obvious visual awakening for the same collectible identity.,PROPOSED_RESEARCH_BASELINE
midare-core,midare,midare [Core],form-midare-rain-genin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
mifune-core,mifune,mifune [Core],form-mifune-samurai-general,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=samurai,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
might-duy-base,might-duy,Might Duy,form-might-duy-eternal-genin,form-might-duy-eight-gates,Eight Gates Released Formation,74,90,BURST_DPS,PRE_SERIES,EIGHT_GATES,MANGA_CANON,https://naruto.fandom.com/wiki/Eight_Gates,"His defining canonical peak is the Eight Gates, making it the natural single Awakening.",PROPOSED_RESEARCH_BASELINE
might-guy-base,might-guy,Might Guy,form-might-guy-base,form-might-guy-eighth-gate,Eight Gates Released Formation,93,98,BURST_DPS,SHIPPUDEN,EIGHT_GATES,MANGA_CANON,https://naruto.fandom.com/wiki/Eight_Gates,Lower Gates remain temporary skill/passive states; the Eighth Gate is reserved for the one spectacular Awakening.,PROPOSED_RESEARCH_BASELINE
minato-edo,minato-namikaze,Minato [Reanimated],form-minato-namikaze-edo-tensei,form-minato-namikaze-kcm,KCM Minato,90,91,ASSASSIN_SUPPORT,WAR_ARC,JINCHURIKI,MANGA_CANON,https://naruto.fandom.com/wiki/Minato_Namikaze,"KCM is only available to Minato in the reanimated war context, making Edo Minato a justified separate hero/version boundary.",PROPOSED_RESEARCH_BASELINE
minato-jonin,minato-namikaze,Minato [Jonin],form-minato-namikaze-jonin,,,85,,ASSASSIN_SUPPORT,KANNABI,NONE,MANGA_CANON,https://naruto.fandom.com/wiki/Minato_Namikaze,Jonin Minato is a complete iconic kit; Fourth Hokage is primarily title/appearance and is not forced into an Awakening.,PROPOSED_RESEARCH_BASELINE
misumi-tsurugi-core,misumi-tsurugi,Misumi Tsurugi,form-misumi-tsurugi-base,,,68,,FLEX,SOURCE_ERA,NONE,MANGA_CANON,https://naruto.fandom.com/wiki/Misumi_Tsurugi,Character retained as one collectible base hero; legacy ability label is migrated into the explicit kit instead of being treated as a form.,PROPOSED_RESEARCH_BASELINE
mito-uzumaki-core,mito-uzumaki,mito-uzumaki [Core],form-mito-uzumaki-first-jinchuriki,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=jinchuriki,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
mizuki-core,mizuki,mizuki [Core],form-mizuki-academy-instructor,form-mizuki-cursed-power,Cursed Power,72,76,FLEX,SOURCE_ERA,CANON_FORM,DESIGN_INTERPRETATION,current variant census; current kit seed=taijutsu,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
moegi-kazamatsuri-core,moegi-kazamatsuri,moegi-kazamatsuri [Core],form-moegi-kazamatsuri-academy-squad,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=earth,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
motoi-core,motoi,motoi [Core],form-motoi-cloud-jonin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=jinchuriki,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
mu-core,mu,mu [Core],form-mu-second-tsuchikage,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=particle,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
mubi-core,mubi,mubi [Core],form-mubi-rain-genin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
mukade-base,mukade,Mukade,form-mukade-suna-missing-nin,form-mukade-ryumyaku-empowered,Ryumyaku Empowered Mukade,70,82,SUMMONER_CONTROL,MOVIE_ORIGINAL,ENERGY_TRANSFORMATION,OFFICIAL_MOVIE,https://naruto.fandom.com/wiki/Mukade,The movie explicitly empowers and transforms Mukade through the Ryumyaku; it is kept as one Awakening rather than a second hero.,PROPOSED_RESEARCH_BASELINE
nagato-core,nagato,nagato [Core],form-nagato-young,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=rinnegan,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
naruto-genin,naruto-uzumaki,Naruto [Genin],form-naruto-uzumaki-genin,form-naruto-uzumaki-one-tail-cloak,One-Tail Naruto,88,91,HYBRID,PART_I,JINCHURIKI,MANGA_CANON,https://naruto.fandom.com/wiki/Naruto_Uzumaki,Part I Naruto has a self-contained early kit and a visually obvious first jinchuriki escalation.,PROPOSED_RESEARCH_BASELINE
naruto-hokage,naruto-uzumaki,Naruto [Hokage],form-naruto-uzumaki-hokage,form-naruto-uzumaki-baryon-mode,Baryon Mode,92,88,BRUISER,ADULT,SPECIAL_MODE,MANGA_CANON,https://naruto.fandom.com/wiki/Naruto_Uzumaki,Adult Naruto is a separate era identity; Baryon Mode is reserved as its one late-era Awakening rather than another collectible form.,PROPOSED_RESEARCH_BASELINE
naruto-sage,naruto-uzumaki,Naruto [Sage Mode],form-naruto-uzumaki-sage-mode,form-naruto-uzumaki-kcm2,Kurama Link Naruto,94,92,BURST_DPS,SHIPPUDEN,JINCHURIKI,MANGA_CANON,https://naruto.fandom.com/wiki/Naruto_Uzumaki;https://naruto.fandom.com/wiki/Sage_Mode,Sage Naruto and controlled Kurama Naruto have distinct visual/combat identities while KCM1 can remain a temporary transition state.,PROPOSED_RESEARCH_BASELINE
naruto-six-paths,naruto-uzumaki,Naruto [Six Paths],form-naruto-uzumaki-six-paths-sage-mode,form-naruto-uzumaki-asura-kurama-mode,Asura Kurama Mode,98,96,UTILITY_DPS,WAR_ARC,SIX_PATHS,MANGA_CANON,https://naruto.fandom.com/wiki/Naruto_Uzumaki,Asura Kurama Mode is a form-specific climax and should be reserved for the single Awakening instead of being another summonable Naruto.,PROPOSED_RESEARCH_BASELINE
neji-hyuga-core,neji-hyuga,neji-hyuga [Core],form-neji-hyuga-genin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=hyuga,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
nono-yakushi-core,nono-yakushi,nono-yakushi [Core],form-nono-yakushi-orphanage-director,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=medical,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
obito-masked,obito-uchiha,Obito [Masked Man],form-obito-uchiha-masked-man,,,92,,CONTROL,MASKED_MAN,NONE,MANGA_CANON,https://naruto.fandom.com/wiki/Obito_Uchiha,Masked Man already has a complete standalone identity; White Mask is reserved for a separate late-war hero boundary.,PROPOSED_RESEARCH_BASELINE
obito-white-mask,obito-uchiha,Obito [White Mask],form-obito-uchiha-white-mask,form-obito-uchiha-ten-tails-jinchuriki,Ten-Tails Obito,96,98,CONTROL_TANK,WAR_ARC,JINCHURIKI,MANGA_CANON,https://naruto.fandom.com/wiki/Obito_Uchiha,White Mask Obito has a distinct war kit and reserves Ten-Tails jinchuriki as the single visible Awakening.,PROPOSED_RESEARCH_BASELINE
obito-young,obito-uchiha,Obito [Young],form-obito-uchiha-young,form-obito-uchiha-mangekyo,Mangekyo Obito,79,87,ASSASSIN,KANNABI,DOJUTSU,MANGA_CANON,https://naruto.fandom.com/wiki/Obito_Uchiha,The Mangekyo awakening is tied directly to Obito's youth-era turning point and changes his combat identity.,PROPOSED_RESEARCH_BASELINE
oboro-core,oboro,oboro [Core],form-oboro-rain-genin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
okisuke-core,okisuke,okisuke [Core],form-okisuke-samurai-captain,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=samurai,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
omoi-core,omoi,omoi [Core],form-omoi-cloud-swordsman,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
onoki-core,onoki,onoki [Core],form-onoki-tsuchikage,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=particle,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
orochimaru-sannin,orochimaru,Orochimaru [Sannin],form-orochimaru-sannin,form-orochimaru-white-snake,White Snake Orochimaru,94,88,CONTROL_SUMMONER,SANNIN,BODY_TRANSFORMATION,MANGA_CANON,https://naruto.fandom.com/wiki/Orochimaru,The true white-snake body is a canonical visible transformation while era labels remain skins.,PROPOSED_RESEARCH_BASELINE
pakura-core,pakura,Pakura,form-pakura-base,,,68,,FLEX,SOURCE_ERA,NONE,MANGA_CANON,https://naruto.fandom.com/wiki/Pakura;https://naruto.fandom.com/wiki/Scorch_Release,Character retained as one collectible base hero; legacy ability label is migrated into the explicit kit instead of being treated as a form.,PROPOSED_RESEARCH_BASELINE
raido-namiashi-core,raido-namiashi,raido-namiashi [Core],form-raido-namiashi-special-jonin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
raiga-kurosuki-core,raiga-kurosuki,raiga-kurosuki [Core],form-raiga-kurosuki-kiba-wielder,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=storm,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
rasa-core,rasa,rasa [Core],form-rasa-fourth-kazekage,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=gaara,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
rin-nohara-core,rin-nohara,rin-nohara [Core],form-rin-nohara-team-minato,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=medical,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
rock-lee-genin,rock-lee,Rock Lee [Genin],form-rock-lee-genin,form-rock-lee-fifth-gate,Fifth Gate Lee,84,91,BURST_DPS,PART_I,EIGHT_GATES,MANGA_CANON,https://naruto.fandom.com/wiki/Eight_Gates,Part I Lee has an iconic Fifth Gate climax.,PROPOSED_RESEARCH_BASELINE
rock-lee-shippuden,rock-lee,Rock Lee [Shippuden],form-rock-lee-shippuden,form-rock-lee-sixth-gate,Sixth Gate Lee,82,88,BURST_DPS,SHIPPUDEN,EIGHT_GATES,MANGA_CANON,https://naruto.fandom.com/wiki/Eight_Gates,The later Lee version reserves the strongest census Gate available without creating every Gate as a hero.,PROPOSED_RESEARCH_BASELINE
roshi-base,roshi,Roshi,form-roshi-base,form-roshi-four-tails-cloak,Four-Tails Cloak,80,86,BRUISER,SHIPPUDEN,JINCHURIKI,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,Canonical cloak is reserved as the one persistent Awakening.,PROPOSED_RESEARCH_BASELINE
sai-core,sai,sai [Core],form-sai-root-operative,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=genjutsu,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
sakon-base,sakon,Sakon,form-sakon-sound-four,form-sakon-curse-mark-level-2,Curse Mark Level 2,77,87,ASSASSIN,PART_I,CURSED_SEAL,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Curse Mark Level 2 is a canonical visible escalation.,PROPOSED_RESEARCH_BASELINE
sakumo-hatake-core,sakumo-hatake,sakumo-hatake [Core],form-sakumo-hatake-white-fang,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
sakura-genin,sakura-haruno,Sakura [Genin],form-sakura-haruno-genin,,,68,,SUPPORT,PART_I,NONE,MANGA_CANON,https://naruto.fandom.com/wiki/Sakura_Haruno,The early version is recognizable but has no strong canonical transformation to force into an Awakening.,PROPOSED_RESEARCH_BASELINE
sakura-shippuden,sakura-haruno,Sakura [Shippuden],form-sakura-haruno-shippuden,form-sakura-haruno-byakugo,Byakugo Sakura,91,96,HEALER_BRUISER,SHIPPUDEN,SEAL_RELEASE,MANGA_CANON,https://naruto.fandom.com/wiki/Sakura_Haruno,"Byakugo is an ideal one-step Awakening: visible seal change, major power increase, and natural sixth-skill identity.",PROPOSED_RESEARCH_BASELINE
samui-core,samui,samui [Core],form-samui-cloud-jonin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
sari-core,sari,sari [Core],form-sari-sand-kunoichi,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=wind,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
sasori-hiruko,sasori,Sasori [Hiruko],form-sasori-hiruko-puppet,form-sasori-true-body,Sasori True Body,90,96,SUMMONER_CONTROL,AKATSUKI,PUPPET_BODY,MANGA_CANON,https://naruto.fandom.com/wiki/Sasori,Breaking out of Hiruko to reveal Sasori's puppet body is an unmistakable visual transformation; Hundred Puppets remains an Ultimate.,PROPOSED_RESEARCH_BASELINE
sasuke-adult,sasuke-uchiha,Sasuke [Adult],form-sasuke-uchiha-adult,,,90,,CONTROL_DPS,ADULT,NONE,MANGA_CANON,https://naruto.fandom.com/wiki/Sasuke_Uchiha,"Adult Sasuke is a distinct era hero, but the census has no canonically stronger persistent solo form that should be invented as an Awakening.",PROPOSED_RESEARCH_BASELINE
sasuke-ems,sasuke-uchiha,Sasuke [Eternal Mangekyo],form-sasuke-uchiha-eternal-mangekyo-sharingan,form-sasuke-uchiha-rinnegan,Rinnegan Sasuke,98,95,CONTROL_DPS,WAR_ARC,SIX_PATHS_DOJUTSU,MANGA_CANON,https://naruto.fandom.com/wiki/Sasuke_Uchiha;https://naruto.fandom.com/wiki/Rinnegan,EMS and Rinnegan/Six Paths Sasuke differ strongly in space-time control and battlefield manipulation.,PROPOSED_RESEARCH_BASELINE
sasuke-genin,sasuke-uchiha,Sasuke [Genin],form-sasuke-uchiha-genin,form-sasuke-uchiha-curse-mark-level-2,Curse Mark Level 2,88,91,ASSASSIN,PART_I,CURSED_SEAL,MANGA_CANON,https://naruto.fandom.com/wiki/Sasuke_Uchiha,Part I Sasuke has a distinct physical/shuriken/Chidori loop and a canonical visible Curse Mark escalation.,PROPOSED_RESEARCH_BASELINE
sasuke-hebi,sasuke-uchiha,Sasuke [Hebi],form-sasuke-uchiha-hebi,form-sasuke-uchiha-mangekyo-sharingan,Mangekyo Sasuke,95,90,ASSASSIN,HEBI_TAKA,DOJUTSU,MANGA_CANON,https://naruto.fandom.com/wiki/Sasuke_Uchiha,Hebi Sasuke is sword/snake/lightning focused; Mangekyo introduces a clear new ocular combat identity.,PROPOSED_RESEARCH_BASELINE
